age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
23,Private,103588,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,0
38,Private,248919,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,2051,40,United-States,0
29,Private,178551,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Private,136137,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,50,United-States,1
47,Private,55377,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
39,Private,177728,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,0
40,Private,243580,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,48,United-States,0
32,Private,63910,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
23,Private,219535,Some-college,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
44,State-gov,180609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
70,Self-emp-not-inc,170428,Bachelors,13,Widowed,Other-service,Other-relative,White,Female,0,0,20,United-States,0
51,Private,102615,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,1
66,Private,193132,HS-grad,5,Widowed,Other-service,Other-relative,Black,Female,0,0,30,United-States,0
57,Self-emp-inc,124137,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36,Private,136629,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
48,Self-emp-inc,148995,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
51,Private,63424,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
43,Private,241895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
27,Private,266973,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
32,Private,188048,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
20,Private,366929,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0
33,Private,214129,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
19,Private,250818,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,240979,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,1
35,Private,98283,Some-college,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico,1
26,Private,104746,Bachelors,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,5013,0,60,United-States,0
39,Private,103710,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,United-States,0
24,Private,159580,12th,13,Never-married,Farming-fishing,Own-child,Black,Male,0,0,75,United-States,0
45,Private,117409,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
20,Private,140001,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
49,Private,31650,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
35,Private,80771,Some-college,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico,0
30,Private,66278,Prof-school,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,0
23,Private,107801,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1617,25,United-States,0
33,Private,206609,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
35,Private,282461,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
31,Private,188246,HS-grad,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
20,Private,279763,Some-college,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
44,State-gov,467799,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
33,Self-emp-not-inc,137674,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,40,United-States,0
50,Private,158284,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
25,Private,204219,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
28,Private,210498,1st-4th,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,0
60,Private,63526,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
38,Private,216924,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Private,372559,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
57,Self-emp-inc,199114,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2258,40,United-States,0
50,Private,168539,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
39,Local-gov,189911,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
69,Private,61958,Assoc-acdm,9,Divorced,Craft-repair,Not-in-family,White,Male,1424,0,6,United-States,0
51,Private,68898,Masters,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2444,39,United-States,1
42,Private,204450,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
53,Private,311350,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
37,Private,113750,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
37,Private,359591,Bachelors,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
38,Private,132879,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1
20,Private,301199,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0
38,State-gov,267540,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
52,Federal-gov,185407,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,1
48,Self-emp-inc,191277,Bachelors,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
30,Private,78980,Prof-school,11,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,1
37,Private,241463,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1848,65,United-States,1
47,Private,216999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
33,Self-emp-not-inc,120508,HS-grad,13,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,60,United-States,0
33,Self-emp-not-inc,122612,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,35,United-States,0
20,Private,94057,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
41,Private,197558,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,351869,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1485,45,United-States,1
36,Private,184556,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
46,Private,268281,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
45,Private,235646,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
18,Private,186909,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,0
62,Private,35783,HS-grad,10,Never-married,Other-service,Other-relative,Black,Female,0,0,60,United-States,0
33,Private,188861,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
42,Private,363591,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
18,Private,469921,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
32,Private,51150,HS-grad,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
43,Private,174325,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
20,Private,347530,Some-college,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,0
50,Private,72351,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
36,Private,188571,Bachelors,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
22,Private,255252,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
30,Private,291951,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,223046,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
43,Private,37937,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,0
38,State-gov,295127,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
34,Private,183801,HS-grad,13,Never-married,Craft-repair,Husband,White,Male,0,0,14,United-States,0
40,Private,116218,Bachelors,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,0
40,Private,143069,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
41,Private,235951,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
57,Self-emp-inc,112840,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
65,Private,146454,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,4,United-States,0
52,Federal-gov,43705,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
59,Private,122283,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,1
18,Private,376647,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,25,United-States,0
48,Self-emp-inc,101299,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
45,Private,96798,Some-college,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
24,Private,194654,12th,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,0
27,State-gov,206889,Bachelors,12,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0
40,Private,226902,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,15024,0,50,United-States,1
44,State-gov,150755,HS-grad,13,Married-civ-spouse,Protective-serv,Husband,White,Male,5013,0,40,United-States,0
24,Private,200679,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
71,Private,183678,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,0
17,Private,33138,10th,8,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
57,Private,57071,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States,0
33,Private,169496,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
41,Private,58124,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
25,Private,356344,HS-grad,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
42,Self-emp-not-inc,444134,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,0
34,Private,219619,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
27,State-gov,331046,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,45,United-States,0
24,Private,100345,HS-grad,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0
23,Private,205653,Some-college,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
33,Private,112383,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
58,Private,21626,9th,11,Divorced,Farming-fishing,Not-in-family,White,Male,2202,0,56,United-States,0
25,Private,135568,HS-grad,5,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
44,Private,190532,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
53,Federal-gov,266598,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
38,State-gov,116608,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,1
36,Private,353263,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,1
25,Private,157617,10th,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
54,Private,21698,HS-grad,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
31,Private,77143,12th,8,Separated,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
18,Private,342852,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
40,Private,176602,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
26,Private,146343,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,221966,Some-college,13,Never-married,Prof-specialty,Husband,White,Male,2202,0,50,United-States,0
22,Private,215546,HS-grad,12,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,0
50,Private,173020,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
44,Private,252202,Masters,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,497300,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
34,Private,426431,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
45,Federal-gov,162410,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,45,United-States,1
25,Private,190350,10th,6,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,0
20,Private,194504,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
46,Federal-gov,110884,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
26,Private,187652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
45,Federal-gov,81400,Some-college,2,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,25,United-States,0
57,Private,180920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
28,Private,189186,1st-4th,11,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,0
36,Private,607848,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,1
32,Private,207301,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
29,Private,293073,HS-grad,13,Never-married,Craft-repair,Husband,White,Male,0,0,50,United-States,1
36,Private,210452,Some-college,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
19,Private,41400,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
27,State-gov,164170,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,20,United-States,0
48,Private,112906,Some-college,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,1
49,Private,126268,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
55,Private,208311,Assoc-voc,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,20,United-States,1
61,Federal-gov,28291,Some-college,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,82,United-States,0
42,Self-emp-not-inc,121998,HS-grad,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,40,United-States,1
42,Self-emp-not-inc,31621,HS-grad,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
30,Private,108386,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Private,134727,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
37,Private,208391,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
35,Private,112271,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
30,Private,173350,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30,Private,243190,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
55,Private,185436,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1
36,Private,290409,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
33,Private,80058,Some-college,9,Never-married,Prof-specialty,Husband,White,Male,0,0,48,United-States,0
56,Local-gov,370045,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
26,Private,36936,Assoc-acdm,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2002,40,United-States,0
37,Private,231180,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
28,Private,119793,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
38,Private,102178,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
48,Private,232840,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,0
35,Private,33975,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39,Local-gov,256997,11th,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
64,Private,298301,Some-college,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
22,Private,310380,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
45,Federal-gov,182100,Some-college,13,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,40,United-States,1
27,Private,501172,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,0
43,State-gov,143939,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,1
23,Private,85088,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,37,United-States,0
25,Private,282313,10th,6,Never-married,Exec-managerial,Own-child,White,Male,0,1602,40,United-States,0
39,Local-gov,230054,11th,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1
63,Private,236338,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,0
37,Private,321943,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
26,Private,218782,Assoc-acdm,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
33,Private,191385,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,126129,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
20,Private,199268,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,20,United-States,0
34,Private,255693,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,0
34,Private,203488,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
41,Private,203233,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
38,Private,203836,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
36,Private,187847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
38,Private,116358,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
46,Federal-gov,198660,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999,0,72,United-States,1
43,State-gov,89636,HS-grad,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,60,United-States,0
49,Private,120629,Some-college,10,Widowed,Sales,Unmarried,White,Male,0,0,30,United-States,0
26,Local-gov,150226,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
28,Private,137898,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
54,Self-emp-inc,146574,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
24,Private,142022,HS-grad,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
23,Private,284898,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
55,Private,212448,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
58,Private,203039,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19,Private,105289,Some-college,6,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,0
45,Private,242994,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,0
30,Private,196385,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
76,Private,116202,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States,0
47,Private,140045,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
34,Private,133503,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2174,0,40,United-States,0
40,Private,226585,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1
24,Private,85041,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,0
30,Private,162442,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
67,Self-emp-not-inc,279980,7th-8th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10605,0,10,United-States,1
24,Private,216563,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
43,State-gov,231964,HS-grad,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
29,Private,263855,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Private,124915,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
61,Federal-gov,178312,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
45,Private,215862,Some-college,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,1
21,Private,39236,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,0
58,Private,349910,9th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
52,Private,75839,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
34,Private,176711,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
20,Private,266525,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,594,0,20,United-States,0
46,Federal-gov,331776,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
54,Self-emp-inc,111469,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
43,Private,198965,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
25,Private,288185,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,198050,Some-college,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,25,United-States,0
65,Private,242580,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,11678,0,50,United-States,1
37,Private,173128,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
29,Private,87905,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,10520,0,40,United-States,1
44,Private,173704,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
37,Private,93225,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
38,Private,323269,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
35,Private,158046,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,70,United-States,0
32,Private,133503,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,172296,Some-college,10,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,60,United-States,0
23,Private,176486,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States,0
25,Private,182750,9th,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,1
23,Private,82497,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,28,United-States,0
47,Private,208872,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
47,Private,145269,HS-grad,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,0
25,Private,19214,9th,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
35,Private,149347,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
50,Private,158294,Bachelors,11,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,1
47,Private,152073,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,189623,Some-college,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
24,Private,341368,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
21,Private,201603,Some-college,9,Never-married,Tech-support,Not-in-family,White,Female,2176,0,40,United-States,0
35,Private,270572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
30,Private,285295,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Male,0,0,40,United-States,0
17,Private,126779,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
27,Private,373499,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Mexico,0
22,Private,244773,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
22,Private,96862,HS-grad,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
50,Private,162632,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
51,Private,159755,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,1
27,Private,37088,5th-6th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,Mexico,0
27,Private,335421,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
20,Private,349365,Some-college,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0
42,Private,33002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,0
32,Private,330715,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999,0,40,United-States,1
